name,name_en,biz_no,corp_no,entity_type,ceo_name,biz_type,biz_class,ksic_code,iaf_code,scope_kr,scope_en,address,address_en,tel,email,website,employee_count,headcount_regular,headcount_non_regular,headcount_outsourced,headcount_certified,status,tax_contact_name,tax_email,is_active
주식회사 제이피산업,"Jpindustry Co., Ltd.",248-86-01231,,,정인영,"도소매, 제조업, 도매 및 소매업","기타 각종 철 및 비철금속, 기타 1차 비철금속 제조업, 철물 및 난방용구 소매업",2221,14B,필름의 제조,Manufacture of film,"대전광역시 대덕구 대화로 160, 9동 325호 (대화동)","160, Daehwa-ro, Daedeok-gu, Daejeon, KOREA",,,,0,,,,,,,,True
주식회사 제이피산업,"Jpindustry Co., Ltd.",248-86-01231,,,정인영,"도소매, 제조업, 도매 및 소매업","기타 각종 철 및 비철금속, 기타 1차 비철금속 제조업, 철물 및 난방용구 소매업",2020,12B,합성수지필름의 제조,Manufacture of synthetic resin film,"대전광역시 대덕구 대화로 160, 9동 325호 (대화동)","160, Daehwa-ro, Daedeok-gu, Daejeon, KOREA",,,,0,,,,,,,,True
주식회사 루트원테크,"ROOTONETECH CO., LTD.",708-86-02412,,,남용우,"개발 및 제조업, 자문, 개발, 제조, 공급, 개발 및 공급","유무선 통신시스템, 소프트웨어, 인터넷 에이에스피 플랫폼","2641, 2642",19B,유무선 통신시스템의 제조,Manufacture of wired and wireless communication system ,"세종특별자치시 갈매로 353, 에이동 4026호 (어진동, 에비뉴힐)","#4026, A dong, 353, Galmae-ro, Sejong-si, KOREA",,,,0,,,,,,,,True
제일모터산업 주식회사,"Jeil Motor Industry Co., Ltd.",890-81-02768,,,이미도,"제조업, 도매 및 소매업","BLDC moter 설계,제작,생산,자동차 부품등",2812,19A,산업용 BLDC 모터의 제조,Manufacture of BLDC Motor for Insudtrial,"전라북도 김제시 백산면 하공로 549, 1층","1F, 549, Hagong-ro, Baeksan-myeon, Gimje-si, Jeollabuk-do, KOREA",,,,0,,,,,,,lmd882@naver.com,True
주식회사 이트라이언,"eTRION Co., Ltd.",183-87-00489,,,강도연,제조업,배터리 팩,2811,19A,배터리팩의 제조,Manufacture of battery packs,"대전광역시 유성구 테크노4로 17, D동 1층 106호(관평동, 비즈센터)","17, Techno 4-ro, Yuseong-gu, Daejeon, KOREA ",,,http://e-trion.co.kr,0,,,,,,,,True
한성볼트,HanSung Bolt Co.,606-04-30940,,,조수진,제조,"볼트,너트 생산",2594,17B,자동차 및 산업용 볼트 및 너트의 제조,Manufacturing of bolts and nuts for automotive and industry ,부산광역시 강서구 공항로1409번길 61-11 (대저1동),"61-11, Gonghang-ro 1409beon-gil, Gangseo-gu, Busan, KOREA",,,,0,,,,,,,,True
오성쎌레트라 주식회사,"O-Sung Celetra Co., Ltd.",393-87-02366,,,김재철,제조업,반도체 제조용 기계 제조업,2913,18A,"반도체 제조용 기계(배관, 제관 등)의 제조","Manufacturing of semiconductor manufacturing machinery (piping, canning, etc.) ","경기도 평택시 고덕면 도시지원1길 16, 830호 (고덕비즈타워)","#830, 16, Dosijiwon 1-gil, Godeok-myeon, Pyeongtaek-si, Gyeonggi-do, KOREA",,,,0,,,,,,,,True
주식회사 케이엠제이,"KMJe Co., Ltd.",312-86-60263,,,고명진,제조업,화학장치,2917,18A,박막 증류 장치의 설계 및 제조,Design and manufacture of thin film distillation apparatus ,"충청남도 천안시 동남구 성남면 대흥1길 153-34, 2동","2-dong, 153-34, Daeheung 1-gil, Seongnam-myeon, Dongnam-gu, Cheonan-si, Chungcheongnam-do, KOREA",,,www.kmje.co.kr,0,,,,,,,,True
[해지]대한철강㈜,"DAEHAN STEEL Co., Ltd.",204-84-28671,,,박종구,"도매업,제조업","철강,철판,코일,철강절단가공",2419,17A,"1. 슬리팅 가공 및 샤링 가공에 대한 생산 및 서비스
2. 형상교정 및 세척 가공에 대한 생산 및 서비스
","1. Production and Service of Slitting Processed and Sharing Processed
2. Production and Service of Levelling Processed and Lavage Processed","본사·공장: 충청남도 당진시 신평면 원머리로 271
2공장: 충청남도 당진시 송산면 동곡로 77","Head Office·Factory: 271, Wonmeori-ro, Sinpyeong-myeon, Dangjin-si, Chungcheongnam-do, KOREA
Factory2: 77, Donggok-ro, Songsan-myeon, Dangjin-si, Chungcheongnam-do, KOREA",,,www.daehansteel.co.kr,0,,,,,,,,True
㈜세명씨메트리,"SEMYUNG SYMMETRY Co., Ltd.",130-86-50407,,,조순기,제조업,건축자재(금속 조립구조재),2511,17B,"건축자재(갱폼, 특수폼, 알폼 등)의 제조","Manufacture of building materials (gang form, special form, A.L form, E/V Box form, etc.)",충청북도 음성군 생극면 오신로445번길 71 (신양리),"71, Osin-ro 445beon-gil, Saenggeuk-myeon, Eumseong-gun, Chungcheongbuk-do, KOREA",,,,0,,,,,,,,True
아토솔루텍㈜,"ATTO SOLUTEK CO., LTD.",159-88-02012,,,최재영,도매 외,산업용기계설비 외,"2719, 2929, 2913, 2599","19C,18A,17B","우주, 항공산업용 치공구(Milling Fixture, Bending Jig, 이송장치), 사출 금형, 터빈용 임펠러, 방산용 차량 다연장로켓포 프레임 및 선박 엔진용 윤활오일펌프기어의 생산","Production of tools for space and aerospace industry (Milling Fixture, Bending Jig, Transfer Equipment), injection molds, impeller for turbine, multiple rocket launcher frames for defense vehicle and lubricating oil pump gears for marine engine",경상남도 김해시 진영읍 하계로240번길 211-25,"211-25, Hagye-ro 240beon-gil, Jinyeong-eup, Gimhae-si, Gyeongsangnam-do, KOREA ",,,,0,,,,,,,,True
㈜유니스테크,"UNIS TECH CO., LTD.",802-86-00579,,,채정덕,도매 외,기관부품 외,"2913, 2917",18A,"선박용 펌프(원심형, 기어형, 3축 스크류형, 피스톤형, 모노형), 유수분리기용 필터 및 메카니칼 씰의 설계, 개발 및 생산","Design, development and production of marine pumps(centrifugal type, gear type, 3-screw type, piston type, one rotor screw type), oily water separator filters and mechanical seal","부산광역시 동구 중앙대로286번길 3-11, 5층(초량동, 유니스빌딩)","5F, 3-11, Jungang-daero 286beon-gil, Dong-gu, Busan, KOREA ",,,,0,,,,,,,,True
주식회사 해원,"HAE WON Co., Ltd.",409-86-45227,,,김선학,제조업,"플라스틱 절연체, 테이프","2225, 2229",14B,FORM 가공 및 점착/접착테이프 생산,Form Processing and Adhesive Tape Production,전라남도 영광군 대마면 전기차1로 116,"116, Jeongicha 1-ro, Daema-myeon, Yeonggwang-gun, Jeollanam-do, KOREA ",,,,0,,,,,,,,True
주식회사 해원,"HAE WON Co., Ltd.",409-86-45227,,,김선학,제조업,"플라스틱 절연체, 테이프","2225, 2229",14B,FORM 가공 및 점착/접착테이프 생산,Form Processing and Adhesive Tape Production,전라남도 영광군 대마면 전기차1로 116,"116, Jeongicha 1-ro, Daema-myeon, Yeonggwang-gun, Jeollanam-do, KOREA ",,,,0,,,,,,,,True
㈜동아특수금속,"Dong-A Special Metal Co., Ltd.",608-81-63754,,,"노윤경, 박정호","제조업, 도소매","합금철제조, 금속용접처리, 금속융단및유사절단가공","2411, 2431",17A,"금속재료(금속주조합금, 기타금속가공)에 대한 제조","Manufacturing of metal materials (metal casting alloy, other metal processing) ",경상남도 함안군 법수면 장백로 528-16 (강주리),"528-16, Jangbaek-ro, Beopsu-myeon, Haman-gun, Gyeongsangnam-do, KOREA",,,www.dongaspecial.co.kr,0,,,,,,,,True
주식회사 윈텍,"WINTECH CO., LTD.",303-81-32055,,,양승남,제조,"필름가공, 접착용필름",2229,14B,"가공소재(윈도우용필름)의 설계, 개발, 생산 및 부가서비스","Design, Development, Production and Service of Processed Materials (Window Film)",충청북도 음성군 생극면 신덕로 35-32,"35-32, Sindeok-ro, Saenggeuk-myeon, Eumseong-gun, Chungcheongbuk-do, KOREA ",,,www.wintechfilm.com,0,,,,,,,,True
케이제이테크,KJ Tech,858-10-00752,,,이광구,제조업,"구조물제작,레이저가공","2591, 2592",17B,"금속 제품의 설계, 개발, 절단가공 및 제조","Design, Development, Cutting Processing and Manufacture of Metal Product",대전광역시 유성구 테크노2로 13-9 (관평동),"13-9, Techno 2-ro, Yuseong-gu, Daejeon, KOREA",,,,0,,,,,,,,True
한국클린씨터미날㈜,"CLEAN SEA TERMINAL KOREA CO., LTD.",202-81-64346,,,장석율,서비스 외,산업설비청소업 외,7421,35C,ISO 탱크컨테이너의 세척 및 수리,Cleaning and repair of ISO tank container,경상남도 양산시 물금읍 제방로 225,"225, Jebang-ro, Mulgeum-eup, Yangsan-si, Gyeongsangnam-do, KOREA",,,,0,,,,,,,,True
주식회사 태영하이테크,"TAEYOUNG HI-TECH Co., Ltd.",609-86-05112,,,신동환,제조업외,동력전달장치 외,2914,18A,"1.자동차 및 산업제품(기어)에 대한 생산
2.방산제품(기어)에 대한 설계, 개발 및 생산","1. Production for automobiles and industrial products (gears)
2. Design, development and production of defense products (gears)",경상남도 창원시 마산회원구 자유무역2길 178 (양덕동),"178, Jayumuyeok 2-gil, Masanhoewon-gu, Changwon-si, Gyeongsangnam-do, KOREA",,,,0,,,,,,,tax@taeyounggear.com/jhan@taeyounggear.com,True
주식회사 세종씨이엠,"SEJONG CEM Co., Ltd. ",307-81-47206,,,임인택,"서비스업, 연구개발 및 제조 외","시설(건물)종합관리용역, 공기 청정 살균기 외",2719,19C,공기 청정 살균기의 제조,Manufacture of air cleaner sterilizer,"세종특별자치시 나성로 41, 702호(나성동, 하해빌딩)","#702, 41, Naseong-ro, Sejong-si, KOREA ",,,,0,,,,,,,,True
㈜플러스전기공사,"PLUS ELECTRIC Co., Ltd.",287-88-01230,,,이해경,"건설업, 제조업, 정보통신업","전기공사, 수배전반, 엠씨씨, 분전반제작, 내부 통신배선 공사업, 응용 소프트웨어 개발 및 공급업, 시스템 소프트웨어 개발 및 공급업, 컴퓨터 프로그래밍 서비스업","2812, 4220, 4231","19A,28D,28C","1. 수배전반, MCC, 분전반의 제조, 설치 및 유지보수   
2. 전기공사 시공 및 유지보수","1. Manufacture, installation and maintenance of switchgear, MCC, and distribution board
2. Electrical construction and maintenance ",대전광역시 대덕구 송촌북로19번길 17 (중리동),"17, Songchonbuk-ro 19beon-gil, Daedeok-gu, Daejeon, KOREA",,,,0,,,,,,,,True
㈜동양아이텔,"DONG YANG I TEL CO., LTD.",605-81-21041,,,황일신,제조 외,"통신제품, CATV, CCTV, 영상음향기기 외","2642, 4231, 4232","19B,28C","1. CATV, CCTV, 방송음향기기, 통신장비(Headend, CA증폭기, 광장비)의 생산
2. 전기/통신 공사","1. Production of CATV, CCTV, Sound Apparatus and Telecommunication Equipment (Hedadend, CA Amplifier, Optical-ceiver)
2. Construction of Electric and Communication Work ","경기도 안양시 동안구 벌말로 66, A동 316호(관양동, 평촌역하이필드)","316-ho, A-dong, 66, Beolmal-ro, Dongan-gu, Anyang-si, Gyeonggi-do, KOREA",,,,0,,,,,,,,True
㈜플러스파워,"PLUSPOWER Co., Ltd.",384-88-02151,,,최희진,"제조업, 도매 및 소매업","배전만 및 전기 자동제어반 제조업, 전동공구, 가전제품 및 부품 도매업, 전구, 램프 및 조명장치 도매업 등","2812, 2642, 2719, 2919, 5821","19A,19B,19C,18A 33B","1. 분전반, 배전반, 원동기제어반, CCTV, 플라즈마살균기, 전동공구의 설계, 개발, 제조 및 유지보수
2. 소프트웨어의 개발, 공급 및 유지보수","1. Design, development, manufacturing and maintenance of distribution boards, switchboards, motor comtrol panels, CCTVs, plasma sterilizers, and power tools
2. Development, supply and maintenance of software","대전광역시 동구 대학로 62, 320호(용운동, 대전대학교 창업보육센터)","#320, 62, Daehak-ro, Dong-gu, Daejeon, KOREA ",,,,0,,,,,,,,True
㈜코어테크닉스,"CORETECHNICS CO., LTD.",130-86-91543,,,신현곤,"제조업, 도소매업","사출성형 및 금형제작, 전자부품","2224, 2591, 2842","14B,17B,19A",자동차 및 LED조명기구의 사출품 제조,Manufacturing of Extruded Products for Automobiles and LED Lighting Equipment,"경기도 시흥시 엠티브이25로20번길 41, C동 5호 (정왕동)","No. 5 in 41 C-dong, Emtibeui 25-ro 20beon-gil, Siheung-si, Gyeonggi-do, KOREA",,,,0,,,,,,,,True
㈜은성엔지니어링,"EUNSUNG ENGINEERING CO., LTD.",301-81-43444,,,김정현,"제조, 도소매","배전반, 전기전자부품, 자동제어반, 금속공작물, 전기 및 전자기기",2812,19A,"수배전반, MCSG반, 저압반, Load Center반, MCC반 및 분전반에 대한 설계, 개발, 제조 및 시험, 설치","Design, Development, Manufacture and Test, Installation of Switchgear Board, Metal Clad Switchgear Board, Low Voltage Switchboard, Load Center Board, Motor Control Center, Distribution Board",충청북도 청주시 청원구 오창읍 미래지로 6-36,"6-36, Miraeji-ro, Ochang-eup, Cheongwon-gu, Cheongju-si, Chungcheongbuk-do,KOREA",,,,0,,,,,,,,True
누리테크,NURI Tech,610-39-99222,,,김대선,제조업,"레이저,절곡,제관","2591, 2592",17B,"금속 제품의 설계, 개발, 절단가공 및 제조","Design, Development, Cutting Processing and Manufacture of Metal Product",대전광역시 대덕구 평촌1길 59,"59, Pyeongchon 1-gil, Daedeok-gu, Daejeon, KOREA ",,,,0,,,,,,,,True
㈜주왕산업,"JUWANG INDUSTRIAL CO., LTD.",402-81-66342,,,나윤경,제조업,"유량계측조절기, 수질분석, 무정전전원장치, 태양광발전장치, 수배전반, 계측기, 자동제어반, 프로세서제어반, 계장제어장치, 경관조명기구, 자동점멸기, 교통신호등, 교통제어설비, 가로등, 유무선원격제어장치","2811, 2812, 4231, 4232","19A,28C","1. 집합형배전반, 일반배전반, 전동기제어반, 분전반, 자동제어반, 중앙감시반, 계장제어반 및 계측기기, 태양광 발전장치(태양광 발전 접속함 포함) 및 배전반용 하네스에 대한 설계, 개발, 제작 및 설치  
2. 전기공사 및 정보통신공사의 시공","1. The registration covers the design, development, manufacture and installation of switchboards, control and distribution panels, measuring equipment, photovoltaic devices and harnesses
2. Provision of electrical and telecommunication work",전라북도 남원시 시묘길 100(노암동),"100, Simyo-gil, Namwon-si, Jeollabuk-do, KOREA ",,,,0,,,,,,,,True
㈜남양테크,"NAM YANG TECH CO., LTD.",609-81-54807,,,박성희,제조업,"자동화기계, 설비설계",2929,18A,"자동화기계설비에 대한 설계, 개발, 제조 및 서비스","Design, Development, Production and Servicing of Automatic Industrial Machine",경상남도 창원시 의창구 죽전로82번길 49 (팔용동),"49, Jukjeon-ro 82beon-gil, Uichang-gu, Changwon-si, Gyeongsangnam-do, KOREA",,,,0,,,,,,,,True
㈜남양테크,"NAM YANG TECH CO., LTD.",609-81-54807,,,박성희,제조업,"자동화기계, 설비설계",2929,18A,"자동화기계설비에 대한 설계, 개발, 제조 및 서비스","Design, Development, Production and Servicing of Automatic Industrial Machine",경상남도 창원시 의창구 죽전로82번길 49 (팔용동),"49, Jukjeon-ro 82beon-gil, Uichang-gu, Changwon-si, Gyeongsangnam-do, KOREA",,,,0,,,,,,,,True
주식회사 파워코닉스,"POWERCONIX CO., LTD.",779-81-02194,,,고영준,제조업 외,"자동제어, 배전반 외",2812,19A,"방폭(분전반, LCS, 정션박스), 전기분배전반의 설계, 개발 및 생산","Design, development and production of Ex-proof enclosure(distribution box, LCS, junction box), distribution box",경기도 화성시 정남면 문학로68번길나길 26,"26, Munhak-ro 68beonna-gil, Jeongnam-myeon, Hwaseong-si, Gyeonggi-do, KOREA ",,,,0,,,,,,,,True
㈜벨카리노,"BELCARINO Co., Ltd.",516-81-01269,,,"정무송, 홍승숙","제조, 도소매",,"3330, 4784","23C,29A","시계(손목시계, 회중시계, 골프시계), 가죽제품(가방, 구두, 지갑, 벨트), 넥타이 및 스카프의 설계 및 개발, 생산, 판매
골프용품(클럽, 공, 가방, 의류, 모자, 우산, 장갑)의 생산, 판매","Design & Development, Production, Sales of Watch(Wrist Watch, Pocket Watch, Golf Watch), Leather Goods(Bag, Shoes, Wallet, Belt), Necktie and Scarf 
Production, Sales of golf Supplies(Club, Ball, Clothes, Cap, Umbrella, Gloves)","서울특별시 성동구 아차산로 103, 지하1층 2103-2호 (성수동2가, 영동테크노타워)","#2103, B1, Yeongdong Techno Tower, 103, Achasan-ro, Seongdong-gu, Seoul, KOREA ",,,,0,,,,,,,,True
아이티텍 유한회사,IT-Tech,409-81-55564,,,유현,건설,정보통신공사,4232,28C,정보통신시설공사 및 유지보수,Information Telecommnication Works and Maintenance,"광주광역시 광산구 월계로 175, 3F (월계동)","3F, 175, Wolgye-ro, Gwangsan-gu, Gwangju, KOREA",,,,0,,,,,,,,True
주식회사 하나통신,"Hana Telcom Co., Ltd.",408-81-31900,,,유현,건설,정보통신공사,4232,28C,정보통신시설공사 및 유지보수,Information Telecommnication Works and Maintenance,전라남도 화순군 화순읍 진각로 152-6 ,"152-6, Jingak-ro, Hwasun-eup, Hwasun-gun, Jeollanam-do, KOREA",,,,0,,,,,,,,True
아라텔레콤(유),A La Telcom,410-86-06618,,,윤종아,건설,정보통신공사,4232,28C,정보통신시설공사 및 유지보수,Information Telecommnication Works and Maintenance,광주광역시 북구 동문대로 170 (두암동),"170, Dongmun-daero, Buk-gu, Gwangju, KOREA",,,,0,,,,,,,,True
(유)효성엔지니어링,Hyosung Engineering Co.,417-81-16015,,,강인규,건설,통신공사,4232,28C,정보통신시설공사 및 유지보수,Information Telecommnication Works and Maintenance,전라남도 여수시 미평로 65 (미평동),"65, Mipyeong-ro, Yeosu-si, Jeollanam-do, KOREA",,,,0,,,,,,,,True
주식회사 유런하이테크,"U-RUN HIGHTECH Co., Ltd.",313-81-24149,,,전병덕,제조업,자동차부품,2591,17B,정밀부품(자동차용 부품)의 개발 및 제조,Development and Manufacture of Precision Parts(Automotive Parts),충청남도 보령시 주포면 관산공단길 54,"54, Gwansangongdan-gil, Jupo-myeon, Boryeong-si, Chungcheongnam-do, KOREA",,,,0,,,,,,,,True
주식회사 원치과기공소,"One Dental Laboratory Co., Ltd.",522-87-01932,,,한성우,제조업,치과기공소,2719,19C,치과기공에 대한 개발 및 생산,The Development and Production for Dentist Factory,"경기도 수원시 영통구 신원로 88, 104동 304~305호, 204호 (신동, 디지털엠파이어2)","88, Sinwon-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, KOREA",,,,0,,,,,,,,True
인 디자인,IN Design CO.,395-13-01891,,,황인철,도소매업,"매트, 주방가구",4643,29A,매트 및 주방가구의 판매,Sales of mats and kitchen furniture,"세종특별자치시 해밀3로 43, 401호 (해밀동, 스카이드림)","#401, 43, Haemil 3-ro, Sejong-si, KOREA",,,,0,,,,,,,,True
㈜논산전력,Non San Electric Power Corp.,308-81-33383,,,정경한,건설업,정보통신공사,"4231, 4232",28C,전기공사 및 정보통신공사에 대한 시공 및 유지보수,Construction and Maintenance of Electrical Works and Information and Communication Works,충청남도 논산시 은진면 와야2길 20-7,"20-7, Waya 2-gil, Eunjin-myeon, Nonsan-si, Chungcheongnam-do, KOREA ",,,,0,,,,,,,,True
㈜파워플레이어,"POWER PLAYER Co., Ltd.",862-81-01333,,,김유재,제조업,화장품,"2042, 4644","12B,29A",화장품 제조 및 판매,Manufacture and Sale of Cosmetics,"대구광역시 동구 동대구로 465, 9층 914호(신천동, 대구스케일업허브)","465, Dongdaegu-ro, Dong-gu, Daegu, KOREA ",,,,0,,,,,,,,True
주식회사 삼정티비엠,"SAMJEONG TBM CO., LTD.",640-86-01965,,,정재우,제조 외,단조제품 외,"2591, 2432","17B,17A",형열간단조품 및 정밀주조품의 생산,Production of Hot Forging Products and Investment Casting,경상남도 김해시 진례면 고모로 80-24,"80-24, Gomo-ro, Jillye-myeon, Gimhae-si, Gyeongsangnam-do, KOREA ",,,,0,,,,,,,jungjaewoo815@gmail.com,True
서진씨엔에스㈜,"SEOJIN CNS CO., LTD.",301-81-41581,,,"김재영, 박찬숙",서비스업,소프트웨어 개발 및 공급,5822,33B,소프트웨어 개발 및 유지보수,Development and Maintenance of Software,"충청북도 청주시 상당구 1순환로 1202-3, 403, 404, 501호 (방서동, 서진빌딩)","Rm. 403, 404, 501, 1202-3, 1sunhwan-ro, Sangdang-gu, Cheongju-si, Chungcheongbuk-do, KOREA ",,,www.seojine.com,0,,,,,,,,True
주식회사 브라더푸드,"Brotherfoods Co., Ltd.",754-88-00973,,,서준호,"제조업, 도매 및 소매업","제과제빵, 각종식료품 무역",1071,03A,빵 및 과자류 제조,Manufacture of bakery products and sugar confectioneries,충청남도 공주시 계룡면 서주골길 1 ,"1, Seojugol-gil, Gyeryong-myeon, Gongju-si, Chungcheongnam-do, KOREA ",,,,0,,,,,,,,True
[해지]동원정공,DONG WON PRECISION INDUSTRY CO.,835-09-01427,,,장대근,제조업,전자부품,2591,17B,메카니칼 철판 프레스품의 생산,Production of Mechanical Steel Coil Press,경상남도 김해시 진영읍 서부로378번길 1-2," 1-2, Seobu-ro 378beon-gil, Jinyeong-eup, Gimhae-si, Gyeongsangnam-do, KOREA ",,,,0,,,,,,,,True
주식회사 한테크,"HANTEC Co., Ltd.",130-81-91193,,,김정호,"건설, 제조, 서비스","승강기설치, 엘리베이터, 물품취급장비 및 승강기보수","2916, 4220","18A,28D","승강기(엘리베이터, 덤웨이터, 에스컬레이터, 휠체어리프트)의 설계, 개발, 제작, 설치 및 유지보수","Design, development, manufacture, installation and maintenance of lifts (elevators, dumpers, escalators, wheelchair lifts)","경기도 광명시 광명로 841, 401호 (광명동, 동진프라자)","#401, 841, Gwangmyeong-ro, Gwangmyeong-si, Gyeonggi-do, KOREA",,,,0,,,,,,,,True
㈜제이에스교육,"JS Education Co., Ltd.",308-86-00704,,,이진숙,교육서비스업,보습학원,8569,37A,교육서비스업,The educational services industry,"서울특별시 강동구 동남로75길 13-7, 2,3층 (명일동, 배재빌딩)","2nd and 3rd floor, 13-7, Dongnam-ro 75-gil, Gangdong-gu, Seoul, KOREA",,,,0,,,,,,,,True
주식회사 강진,"Gangjin Co., Ltd.",385-88-00947,,,박상천,"제조업,건설업 외","플라스틱, PVC창호공사,금속구조물창호공사,유리 외","2222, 2511, 4242","14B,17B,28C",플라스틱 및 금속 창호 제조 및 시공,Manufacturing and construction of plastic and metal windows,경기도 화성시 장안면 발읍재안길 3 ,"3, Bareupjaean-gil, Jangan-myeon, Hwaseong-si, Gyeonggi-do, KOREA",,,,0,,,,,,,,True
주식회사 금성에이브이,"GS Audio Visual Co., Ltd.",271-86-00625,,,김성호,제조업외,"전자, 통신장비 외","4232, 2642, 2812","28C,19B,19A","1. 정보통신공사
2. 영상감시장치, 구내방송장치, 통합배선반의 제조","1. Information and Communication Construction
2. Manufacture of Video Surveillance Devices, Premises Broadcasting Devices and Integrated Wiring Boards",충청북도 충주시 상방11길 3 (봉방동),"3, Sangbang 11-gil, Chungju-si, Chungcheongbuk-do, KOREA",,,,0,,,,,,,,True
메가정보기술,MEGA INFORMATION TECHNOLOGY,303-01-70585,,,김성응,건설업외,통신공사외,"4232, 2642, 2812","28C,19B,19A","1. 통신공사  2. CCTV, 통합배선반의 제조","1. Communication Construction 2. Manufacture of CCTV, Integrated Wiring Board",충청북도 충주시 소가주1길 157(용관동),"157, Sogaju 1-gil, Chungju-si, Chungcheongbuk-do, KOREA ",,,,0,,,,,,,,True
주식회사 경포,"KYUNGPO CO., LTD.",505-81-07619,,,"김동율, 조기종","서비스, 부동산업",청소용역외,7410,35C,공동주택(시설)유지관리 서비스,Multi-family housing (facilities) maintenance service,경상북도 경주시 유림로 53-8(황성동),"53-8, Yurim-ro, Gyeongju-si, Gyeongsangbuk-do, KOREA ",,,,0,,,,,,,,True
이앤비정보통신㈜,"E&B Information & Communication Co., Ltd.",123-81-57125,,,변인수,"건설,제조 외","통신공사, 통신장비 외",4232,28C,정보통신시설공사,Construction of Information elecommunication Works,경기도 안양시 동안구 흥안대로439번길 55 (관양동),"55, Heungan-daero 439beon-gil, Dongan-gu, Anyang-si, Gyeonggi-do, KOREA",,,,0,,,,,,,enbtele@bill36524.com,True
주식회사 효준베스트진테크,"HYOJUN BJTECH Co., Ltd.",264-88-01218,,,진동철,제조업,자동화설비,"2612, 2721","19B,19D","자동제어장치(콘덴서 장비, LED 인덱스 장비, QLED 검사기 장비, 컨베이어 장비)에 대한 생산","Production of Automatic control device(condenser equipment, LED index equipment, QLED inspection equipment, conveyor equipment)","충청남도 천안시 서북구 성환읍 대학로 91, 15416호","15416-ho, 91 Daehak-ro, Seonghwan-eup, Seobuk-gu, Cheonan-si, Chungcheongnam-do, KOREA
",,,,0,,,,,,,,True
주식회사 미경정밀,"MIKYUNG PRECISION CO., LTD.",137-81-69426,,,박영규,제조업,"차단기, 개폐기용부품, 금형",2812,19A,"전기회로 개폐용 부품(코아, 터미널, 콘텐트)의 생산 및 부가서비스","Production and Servicing of Electric Circuit Switch Parts(Core, Terminal, Contact)",충청북도 청주시 청원구 북이면 장재금대로 226 ,"226, Jangjaegeumdae-ro, Bugi-myeon, Cheongwon-gu, Cheongju-si, Chungcheongbuk-do, KOREA ",,,,0,,,,,,,,True
에이앤오,ANO,519-60-00376,,,이보영,제조업,"전기회로 개폐, 보호 장치 제조업",2812,19A,전기회로 개폐용부품(차단기) 및 보호장치 생산,Production of Electric Circuit Switch Parts,충청북도 청주시 청원구 북이면 장재토성길 27,"27, Jangjaetoseong-gil, Bugi-myeon, Cheongwon-gu, Cheongju-si, Chungcheongbuk-do, KOREA ",,,,0,,,,,,,ano2220@naver.com,True
예스상사,Yessangsa,195-76-00303,,,정장용,"제조업, 도매 및 소매업","간판 및 광고물 제조업, 실사·현수막 출력, 철구조물 제작, 간판재료 등",3391,23D,간판 및 광고물의 제조,Manufacture of Signboards and Advertisements,대전광역시 대덕구 대덕대로1284번길 291(신일동),"291, Daedeok-daero 1284beon-gil, Daedeok-gu, Daejeon, KOREA ",,,,0,,,,,,,,True
동삼엔지니어링,DONGSAM ENGINEERING,230-47-00775,,,김동의,"제조업, 도매 및 소매업","산업기계, (밀링)선반, 굴곡시험기, 실험실용배기기, 교육훈련장비 등","2922, 2721","18A,19D","교육훈련용 장비 및 산업용(가공공작기계, 시험기) 기계 제조","Manufacture of training equipment and industrial (processing machine tools, testing machines) machines",충청남도 논산시 가야곡면 등1길 24 ,"24, Deung 1-gil, Gayagok-myeon, Nonsan-si, Chungcheongnam-do, KOREA ",,,,0,,,,,,,,True
주식회사 신우테크,"SHINWOOTECH Co., Ltd.",365-88-00749,,,권혜준,제조업,배전반 및 전기 자동제어반 제조업외,2812,19A,배전반 및 전기 자동제어반의 제조,Manufacture of Distribution Panel and Electrical Automatic Control Panel,충청남도 천안시 서북구 직산읍 석양길 28,"28, Seogyang-gil, Jiksan-eup, Seobuk-gu, Cheonan-si, Chungcheongnam-do, KOREA",,,,0,,,,,,,,True
주식회사 신우테크,"SHINWOOTECH Co., Ltd.",365-88-00749,,,권혜준,제조업,배전반 및 전기 자동제어반 제조업외,2812,19A,배전반 및 전기 자동제어반의 제조,Manufacture of Distribution Panel and Electrical Automatic Control Panel,충청남도 천안시 서북구 직산읍 석양길 28,"28, Seogyang-gil, Jiksan-eup, Seobuk-gu, Cheonan-si, Chungcheongnam-do, KOREA",,,,0,,,,,,,,True
경성산업주식회사,"KYUNGSUNG INDUSTRY Co., Ltd.",409-81-52437,,,김성자,"건설, 제조, 도소매","정보통신공사 및 전기공사, 계측제어시스템 및 자동제어반, 태양광발전장치 및 교통통제용제어장치 등","2721, 2811, 2812, 2842, 4232, 4231","19D,19A,28C","1. 계장(계측)제어장치, 에너지저장장치, 배전반, 자동제어반, CCTV시스템의 제조
2. 정보통신공사 및 전기공사의 시공","1. Manufacture of instrumentation (measurement) control device, energy storage device, switchboard, automatic control panel, CCTV system
2. Construction of information and communication works and electrical works",전라남도 화순군 이양면 이양농공길 55,"55, Iyangnonggong-gil, Iyang-myeon, Hwasun-gun, Jeollanam-do, KOREA",,,,0,,,,,,,,True
